fecha&similaridad&area&centroide&poligono&source&covers
                                -159.5235468061719,
                                -76.05640251914976
                              ],
                              [
                                -159.5235468061719,
                                -76.0560431930361
                              ],
                              [
                                -159.5242654583992,
                                -76.0560431930361
                              ],
                              [
                                -159.5242654583992,
                                -76.05568386692246
                              ],
                              [
                                -159.52462478451287,
                                -76.05568386692246
                              ],
                              [
                                -159.52462478451287,
                                -76.05532454080881
                              ],
                              [
                                -159.52390613228556,
                                -76.05532454080881
                              ],
                              [
                                -159.52390613228556,
                                -76.05496521469517
                              ],
                              [
                                -159.52282815394463,
                                -76.05496521469517
                              ],
                              [
                                -159.52282815394463,
                                -76.05460588858152
                              ],
                              [
                                -159.52139084949005,
                                -76.05460588858152
                              ],
                              [
                                -159.52139084949005,
                                -76.05424656246787
                              ],
                              [
                                -159.52067219726274,
                                -76.05424656246787
                              ],
                              [
                                -159.52067219726274,
                                -76.05388723635423
                              ],
                              [
                                -159.51995354503543,
                                -76.05388723635423
                              ],
                              [
                                -159.51995354503543,
                                -76.05352791024058
                              ],
                              [
                                -159.5188755666945,
                                -76.05352791024058
                              ],
                              [
                                -159.5188755666945,
                                -76.05316858412692
                              ],
                              [
                                -159.51923489280816,
                                -76.05316858412692
                              ],
                              [
                                -159.51923489280816,
                                -76.05280925801328
                              ],
                              [
                                -159.52210950171732,
                                -76.05280925801328
                              ],
                              [
                                -159.52210950171732,
                                -76.05209060578598
                              ],
                              [
                                -159.5210315233764,
                                -76.05209060578598
                              ],
                              [
                                -159.5210315233764,
                                -76.05173127967234
                              ],
                              [
                                -159.5203128711491,
                                -76.05173127967234
                              ],
                              [
                                -159.5203128711491,
                                -76.05137195355869
                              ],
                              [
                                -159.51923489280816,
                                -76.05137195355869
                              ],
                              [
                                -159.51923489280816,
                                -76.05101262744505
                              ],
                              [
                                -159.51528230555803,
                                -76.05101262744505
                              ],
                              [
                                -159.51528230555803,
                                -76.0506533013314
                              ],
                              [
                                -159.51420432721707,
                                -76.0506533013314
                              ],
                              [
                                -159.51420432721707,
                                -76.05029397521774
                              ],
                              [
                                -159.51204837053518,
                                -76.05029397521774
                              ],
                              [
                                -159.51204837053518,
                                -76.0499346491041
                              ],
                              [
                                -159.51097039219425,
                                -76.0499346491041
                              ],
                              [
                                -159.51097039219425,
                                -76.04957532299045
                              ],
                              [
                                -159.5098924138533,
                                -76.04957532299045
                              ],
                              [
                                -159.5098924138533,
                                -76.0492159968768
                              ],
                              [
                                -159.50881443551236,
                                -76.0492159968768
                              ],
                              [
                                -159.50881443551236,
                                -76.04885667076316
                              ],
                              [
                                -159.5052211743759,
                                -76.04885667076316
                              ],
                              [
                                -159.5052211743759,
                                -76.0484973446495
                              ],
                              [
                                -159.50342454380765,
                                -76.0484973446495
                              ],
                              [
                                -159.50342454380765,
                                -76.04813801853585
                              ],
                              [
                                -159.503065217694,
                                -76.04813801853585
                              ],
                              [
                                -159.503065217694,
                                -76.04777869242221
                              ],
                              [
                                -159.50162791323942,
                                -76.04777869242221
                              ],
                              [
                                -159.50162791323942,
                                -76.04741936630856
                              ],
                              [
                                -159.50054993489846,
                                -76.04741936630856
                              ],
                              [
                                -159.50054993489846,
                                -76.04706004019492
                              ],
                              [
                                -159.5009092610121,
                                -76.04706004019492
                              ],
                              [
                                -159.5009092610121,
                                -76.04670071408127
                              ],
                              [
                                -159.50054993489846,
                                -76.04670071408127
                              ],
                              [
                                -159.50054993489846,
                                -76.04634138796762
                              ],
                              [
                                -159.49911263044388,
                                -76.04634138796762
                              ],
                              [
                                -159.49911263044388,
                                -76.04670071408127
                              ],
                              [
                                -159.49875330433022,
                                -76.04670071408127
                              ],
                              [
                                -159.49875330433022,
                                -76.04706004019492
                              ],
                              [
                                -159.49911263044388,
                                -76.04706004019492
                              ],
                              [
                                -159.49911263044388,
                                -76.04741936630856
                              ],
                              [
                                -159.49875330433022,
                                -76.04741936630856
                              ],
                              [
                                -159.49875330433022,
                                -76.04777869242221
                              ],
                              [
                                -159.49587869542103,
                                -76.04777869242221
                              ],
                              [
                                -159.49587869542103,
                                -76.04741936630856
                              ],
                              [
                                -159.49444139096644,
                                -76.04741936630856
                              ],
                              [
                                -159.49444139096644,
                                -76.04706004019492
                              ],
                              [
                                -159.4919261081709,
                                -76.04706004019492
                              ],
                              [
                                -159.4919261081709,
                                -76.04670071408127
                              ],
                              [
                                -159.4894108253754,
                                -76.04670071408127
                              ],
                              [
                                -159.4894108253754,
                                -76.04634138796762
                              ],
                              [
                                -159.48761419480715,
                                -76.04634138796762
                              ],
                              [
                                -159.48761419480715,
                                -76.04598206185398
                              ],
                              [
                                -159.48617689035254,
                                -76.04598206185398
                              ],
                              [
                                -159.48617689035254,
                                -76.04562273574032
                              ],
                              [
                                -159.48258362921607,
                                -76.04562273574032
                              ],
                              [
                                -159.48258362921607,
                                -76.04526340962667
                              ],
                              [
                                -159.48078699864783,
                                -76.04526340962667
                              ],
                              [
                                -159.48078699864783,
                                -76.04490408351303
                              ],
                              [
                                -159.47863104196594,
                                -76.04490408351303
                              ],
                              [
                                -159.47863104196594,
                                -76.04454475739938
                              ],
                              [
                                -159.47431912860216,
                                -76.04454475739938
                              ],
                              [
                                -159.47431912860216,
                                -76.04418543128573
                              ],
                              [
                                -159.47360047637488,
                                -76.04418543128573
                              ],
                              [
                                -159.47360047637488,
                                -76.04382610517209
                              ],
                              [
                                -159.47288182414758,
                                -76.04382610517209
                              ],
                              [
                                -159.47288182414758,
                                -76.04346677905843
                              ],
                              [
                                -159.47180384580665,
                                -76.04346677905843
                              ],
                              [
                                -159.47180384580665,
                                -76.0431074529448
                              ],
                              [
                                -159.47036654135204,
                                -76.0431074529448
                              ],
                              [
                                -159.47036654135204,
                                -76.04346677905843
                              ],
                              [
                                -159.46569530187463,
                                -76.04346677905843
                              ],
                              [
                                -159.46569530187463,
                                -76.0431074529448
                              ],
                              [
                                -159.4631800190791,
                                -76.0431074529448
                              ],
                              [
                                -159.4631800190791,
                                -76.04274812683114
                              ],
                              [
                                -159.46138338851085,
                                -76.04274812683114
                              ],
                              [
                                -159.46138338851085,
                                -76.04238880071749
                              ],
                              [
                                -159.45850877960166,
                                -76.04238880071749
                              ],
                              [
                                -159.45850877960166,
                                -76.04202947460385
                              ],
                              [
                                -159.45779012737438,
                                -76.04202947460385
                              ],
                              [
                                -159.45779012737438,
                                -76.0416701484902
                              ],
                              [
                                -159.45635282291977,
                                -76.0416701484902
                              ],
                              [
                                -159.45635282291977,
                                -76.04131082237654
                              ],
                              [
                                -159.45455619235153,
                                -76.04131082237654
                              ],
                              [
                                -159.45455619235153,
                                -76.0409514962629
                              ],
                              [
                                -159.45311888789695,
                                -76.0409514962629
                              ],
                              [
                                -159.45311888789695,
                                -76.04131082237654
                              ],
                              [
                                -159.44880697453317,
                                -76.04131082237654
                              ],
                              [
                                -159.44880697453317,
                                -76.0409514962629
                              ],
                              [
                                -159.4473696700786,
                                -76.0409514962629
                              ],
                              [
                                -159.4473696700786,
                                -76.04059217014925
                              ],
                              [
                                -159.4452137133967,
                                -76.04059217014925
                              ],
                              [
                                -159.4452137133967,
                                -76.0402328440356
                              ],
                              [
                                -159.44269843060115,
                                -76.0402328440356
                              ],
                              [
                                -159.44269843060115,
                                -76.03987351792196
                              ],
                              [
                                -159.4423391044875,
                                -76.03987351792196
                              ],
                              [
                                -159.4423391044875,
                                -76.03951419180831
                              ],
                              [
                                -159.44197977837388,
                                -76.03951419180831
                              ],
                              [
                                -159.44197977837388,
                                -76.03915486569467
                              ],
                              [
                                -159.43946449557833,
                                -76.03915486569467
                              ],
                              [
                                -159.43946449557833,
                                -76.03879553958102
                              ],
                              [
                                -159.4347932561009,
                                -76.03879553958102
                              ],
                              [
                                -159.4347932561009,
                                -76.03843621346736
                              ],
                              [
                                -159.43191864719174,
                                -76.03843621346736
                              ],
                              [
                                -159.43191864719174,
                                -76.03807688735372
                              ],
                              [
                                -159.43048134273712,
                                -76.03807688735372
                              ],
                              [
                                -159.43048134273712,
                                -76.03771756124007
                              ],
                              [
                                -159.42832538605526,
                                -76.03771756124007
                              ],
                              [
                                -159.42832538605526,
                                -76.03735823512642
                              ],
                              [
                                -159.42760673382796,
                                -76.03735823512642
                              ],
                              [
                                -159.42760673382796,
                                -76.03699890901278
                              ],
                              [
                                -159.4272474077143,
                                -76.03699890901278
                              ],
                              [
                                -159.4272474077143,
                                -76.03663958289913
                              ],
                              [
                                -159.42688808160065,
                                -76.03663958289913
                              ],
                              [
                                -159.42688808160065,
                                -76.03520227844454
                              ],
                              [
                                -159.42616942937337,
                                -76.03520227844454
                              ],
                              [
                                -159.42616942937337,
                                -76.03484295233089
                              ],
                              [
                                -159.42581010325972,
                                -76.03484295233089
                              ],
                              [
                                -159.42581010325972,
                                -76.03448362621724
                              ],
                              [
                                -159.420420211555,
                                -76.03448362621724
                              ],
                              [
                                -159.420420211555,
                                -76.0341243001036
                              ],
                              [
                                -159.41718627653216,
                                -76.0341243001036
                              ],
                              [
                                -159.41718627653216,
                                -76.03376497398995
                              ],
                              [
                                -159.41610829819123,
                                -76.03376497398995
                              ],
                              [
                                -159.41610829819123,
                                -76.0341243001036
                              ],
                              [
                                -159.41323368928204,
                                -76.0341243001036
                              ],
                              [
                                -159.41323368928204,
                                -76.03376497398995
                              ],
                              [
                                -159.4135930153957,
                                -76.03376497398995
                              ],
                              [
                                -159.4135930153957,
                                -76.0334056478763
                              ],
                              [
                                -159.41610829819123,
                                -76.0334056478763
                              ],
                              [
                                -159.41610829819123,
                                -76.032686995649
                              ],
                              [
                                -159.41467099373662,
                                -76.032686995649
                              ],
                              [
                                -159.41467099373662,
                                -76.03232766953535
                              ],
                              [
                                -159.4135930153957,
                                -76.03232766953535
                              ],
                              [
                                -159.4135930153957,
                                -76.032686995649
                              ],
                              [
                                -159.4114370587138,
                                -76.032686995649
                              ],
                              [
                                -159.4114370587138,
                                -76.03232766953535
                              ],
                              [
                                -159.4092811020319,
                                -76.03232766953535
                              ],
                              [
                                -159.4092811020319,
                                -76.03196834342171
                              ],
                              [
                                -159.40425053644086,
                                -76.03196834342171
                              ],
                              [
                                -159.40425053644086,
                                -76.03160901730806
                              ],
                              [
                                -159.40353188421355,
                                -76.03160901730806
                              ],
                              [
                                -159.40353188421355,
                                -76.03124969119442
                              ],
                              [
                                -159.39921997084977,
                                -76.03124969119442
                              ],
                              [
                                -159.39921997084977,
                                -76.03089036508077
                              ],
                              [
                                -159.39598603582695,
                                -76.03089036508077
                              ],
                              [
                                -159.39598603582695,
                                -76.03053103896711
                              ],
                              [
                                -159.39526738359964,
                                -76.03053103896711
                              ],
                              [
                                -159.39526738359964,
                                -76.03017171285347
                              ],
                              [
                                -159.39418940525871,
                                -76.03017171285347
                              ],
                              [
                                -159.39418940525871,
                                -76.02981238673982
                              ],
                              [
                                -159.3934707530314,
                                -76.02981238673982
                              ],
                              [
                                -159.3934707530314,
                                -76.02945306062617
                              ],
                              [
                                -159.39239277469048,
                                -76.02945306062617
                              ],
                              [
                                -159.39239277469048,
                                -76.02909373451253
                              ],
                              [
                                -159.39167412246317,
                                -76.02909373451253
                              ],
                              [
                                -159.39167412246317,
                                -76.02873440839888
                              ],
                              [
                                -159.39131479634952,
                                -76.02873440839888
                              ],
                              [
                                -159.39131479634952,
                                -76.02837508228522
                              ],
                              [
                                -159.39167412246317,
                                -76.02837508228522
                              ],
                              [
                                -159.39167412246317,
                                -76.02765643005793
                              ],
                              [
                                -159.38951816578128,
                                -76.02765643005793
                              ],
                              [
                                -159.38951816578128,
                                -76.02729710394429
                              ],
                              [
                                -159.38700288298574,
                                -76.02729710394429
                              ],
                              [
                                -159.38700288298574,
                                -76.02693777783064
                              ],
                              [
                                -159.38556557853116,
                                -76.02693777783064
                              ],
                              [
                                -159.38556557853116,
                                -76.02729710394429
                              ],
                              [
                                -159.38089433905375,
                                -76.02729710394429
                              ],
                              [
                                -159.38089433905375,
                                -76.02693777783064
                              ],
                              [
                                -159.3805350129401,
                                -76.02693777783064
                              ],
                              [
                                -159.3805350129401,
                                -76.02657845171699
                              ],
                              [
                                -159.38017568682645,
                                -76.02657845171699
                              ],
                              [
                                -159.38017568682645,
                                -76.0258597994897
                              ],
                              [
                                -159.3805350129401,
                                -76.0258597994897
                              ],
                              [
                                -159.3805350129401,
                                -76.0251411472624
                              ],
                              [
                                -159.3790977084855,
                                -76.0251411472624
                              ],
                              [
                                -159.3790977084855,
                                -76.02550047337604
                              ],
                              [
                                -159.37873838237186,
                                -76.02550047337604
                              ],
                              [
                                -159.37873838237186,
                                -76.0258597994897
                              ],
                              [
                                -159.36831792507607,
                                -76.0258597994897
                              ],
                              [
                                -159.36831792507607,
                                -76.02550047337604
                              ],
                              [
                                -159.3668806206215,
                                -76.02550047337604
                              ],
                              [
                                -159.3668806206215,
                                -76.0251411472624
                              ],
                              [
                                -159.36580264228053,
                                -76.0251411472624
                              ],
                              [
                                -159.36580264228053,
                                -76.02478182114875
                              ],
                              [
                                -159.36508399005325,
                                -76.02478182114875
                              ],
                              [
                                -159.36508399005325,
                                -76.0244224950351
                              ],
                              [
                                -159.35753814166662,
                                -76.0244224950351
                              ],
                              [
                                -159.35753814166662,
                                -76.02478182114875
                              ],
                              [
                                -159.3564601633257,
                                -76.02478182114875
                              ],
                              [
                                -159.3564601633257,
                                -76.0251411472624
                              ],
                              [
                                -159.3535855544165,
                                -76.0251411472624
                              ],
                              [
                                -159.3535855544165,
                                -76.02550047337604
                              ],
                              [
                                -159.3521482499619,
                                -76.02550047337604
                              ],
                              [
                                -159.3521482499619,
                                -76.0258597994897
                              ],
                              [
                                -159.35107027162098,
                                -76.0258597994897
                              ],
                              [
                                -159.35107027162098,
                                -76.02621912560335
                              ],
                              [
                                -159.34999229328002,
                                -76.02621912560335
                              ],
                              [
                                -159.34999229328002,
                                -76.02657845171699
                              ],
                              [
                                -159.34963296716637,
                                -76.02657845171699
                              ],
                              [
                                -159.34963296716637,
                                -76.02621912560335
                              ],
                              [
                                -159.34711768437086,
                                -76.02621912560335
                              ],
                              [
                                -159.34711768437086,
                                -76.02657845171699
                              ],
                              [
                                -159.34316509712073,
                                -76.02657845171699
                              ],
                              [
                                -159.34316509712073,
                                -76.02621912560335
                              ],
                              [
                                -159.33597857484776,
                                -76.02621912560335
                              ],
                              [
                                -159.33597857484776,
                                -76.0258597994897
                              ],
                              [
                                -159.3356192487341,
                                -76.0258597994897
                              ],
                              [
                                -159.3356192487341,
                                -76.0251411472624
                              ],
                              [
                                -159.33454127039317,
                                -76.0251411472624
                              ],
                              [
                                -159.33454127039317,
                                -76.02550047337604
                              ],
                              [
                                -159.33274463982494,
                                -76.02550047337604
                              ],
                              [
                                -159.33274463982494,
                                -76.0258597994897
                              ],
                              [
                                -159.33130733537035,
                                -76.0258597994897
                              ],
                              [
                                -159.33130733537035,
                                -76.02621912560335
                              ],
                              [
                                -159.32987003091574,
                                -76.02621912560335
                              ],
                              [
                                -159.32987003091574,
                                -76.02657845171699
                              ],
                              [
                                -159.3287920525748,
